symbol,basic_industry,macro,sector,industry
IBULHSGFIN,Housing Finance Company,Financial Services,Financial Services,Finance
IBULHSGFIN,Housing Finance Company,Financial Services,Financial Services,Finance
IBULHSGFIN,Housing Finance Company,Financial Services,Financial Services,Finance
IBULHSGFIN,Housing Finance Company,Financial Services,Financial Services,Finance
IBULHSGFIN,Housing Finance Company,Financial Services,Financial Services,Finance
IBULHSGFIN,Housing Finance Company,Financial Services,Financial Services,Finance
IBULHSGFIN,Housing Finance Company,Financial Services,Financial Services,Finance
IBULHSGFIN,Housing Finance Company,Financial Services,Financial Services,Finance
IBULHSGFIN,Housing Finance Company,Financial Services,Financial Services,Finance
IBULPP,Housing Finance Company,Financial Services,Financial Services,Finance
ICDSLTD,Diversified Commercial Services,Services,Services,Commercial Services & Supplies
ICEMAKE,Industrial Products,Industrials,Capital Goods,Industrial Manufacturing
ICICIB22,,,,
ICICIBANK,Private Sector Bank,Financial Services,Financial Services,Banks
ICICIGI,General Insurance,Financial Services,Financial Services,Insurance
ICICIPRULI,Life Insurance,Financial Services,Financial Services,Insurance
ICIL,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels
ICRA,Ratings,Financial Services,Financial Services,Capital Markets
IDBI,Private Sector Bank,Financial Services,Financial Services,Banks
IDEA,Telecom - Cellular & Fixed line services,Telecommunication,Telecommunication,Telecom - Services
IDEAFORGE,Aerospace & Defense,Industrials,Capital Goods,Aerospace & Defense
IDFC,Holding Company,Financial Services,Financial Services,Finance
IDFCFIRSTB,Private Sector Bank,Financial Services,Financial Services,Banks
IDFNIFTYET,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
IEL,Diversified Commercial Services,Services,Services,Commercial Services & Supplies
IEX,Exchange and Data Platform,Financial Services,Financial Services,Capital Markets
IFBAGRO,Breweries & Distilleries,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages
IFBIND,Household Appliances,Consumer Discretionary,Consumer Durables,Consumer Durables
IFCI,Financial Institution,Financial Services,Financial Services,Finance
IFCI,Financial Institution,Financial Services,Financial Services,Finance
IFCI,Financial Institution,Financial Services,Financial Services,Finance
IFCI,Financial Institution,Financial Services,Financial Services,Finance
IFGLEXPOR,Electrodes & Refractories,Industrials,Capital Goods,Industrial Products
IGARASHI,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components
IGL,LPG/CNG/PNG/LNG Supplier,Energy,Oil Gas & Consumable Fuels,Gas
IGPL,Commodity Chemicals,Commodities,Chemicals,Chemicals & Petrochemicals
IIFCL,,,,
IIFL,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance
IIFL,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance
IIFL,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance
IIFL,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance
IIFL,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance
IIFL,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance
IIFL,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance
IIFL,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance
IIFL,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance
IIFL,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance
IIFL,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance
IIFL,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance
IIFL,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance
IIFL,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance
IIFL,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance
IIFL,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance
IIFLSEC,Stockbroking & Allied,Financial Services,Financial Services,Capital Markets
IIHFL,,,,
IIHFL,,,,
IIHFL,,,,
IIHFL,,,,
IIHFL,,,,
IIHFL,,,,
IIHFL,,,,
IITL,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance
IKIO,Consumer Electronics,Consumer Discretionary,Consumer Durables,Consumer Durables
IL&FSENGG,,,,
IL&FSTRANS,,,,
IMAGICAA,Amusement Parks/ Other Recreation,Consumer Discretionary,Consumer Services,Leisure Services
IMFA,Ferro & Silica Manganese,Commodities,Metals & Mining,Ferrous Metals
IMPAL,Trading - Auto Components,Consumer Discretionary,Automobile and Auto Components,Auto Components
IMPEXFERRO,Ferro & Silica Manganese,Commodities,Metals & Mining,Ferrous Metals
INCREDIBLE,Iron & Steel Products,Industrials,Capital Goods,Industrial Products
INDBANK,Stockbroking & Allied,Financial Services,Financial Services,Capital Markets
INDHOTEL,Hotels & Resorts,Consumer Discretionary,Consumer Services,Leisure Services
INDIACEM,Cement & Cement Products,Commodities,Construction Materials,Cement & Cement Products
INDIAGLYCO,Commodity Chemicals,Commodities,Chemicals,Chemicals & Petrochemicals
INDIAMART,Internet & Catalogue Retail,Consumer Discretionary,Consumer Services,Retailing
INDIANB,Public Sector Bank,Financial Services,Financial Services,Banks
INDIANCARD,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels
INDIANHUME,Industrial Products,Industrials,Capital Goods,Industrial Manufacturing
INDIASHLTR,Housing Finance Company,Financial Services,Financial Services,Finance
INDIFRA,Gas Transmission/Marketing,Energy,Oil Gas & Consumable Fuels,Gas
INDIGO,Airline,Services,Services,Transport Services
INDIGOPNTS,Paints,Consumer Discretionary,Consumer Durables,Consumer Durables
INDIGRID,Power - Transmission,Utilities,Power,Power
INDIGRID,Power - Transmission,Utilities,Power,Power
INDIGRID,Power - Transmission,Utilities,Power,Power
INDNIPPON,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components
INDOAMIN,Specialty Chemicals,Commodities,Chemicals,Chemicals & Petrochemicals
INDOBORAX,Commodity Chemicals,Commodities,Chemicals,Chemicals & Petrochemicals
INDOCO,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
INDORAMA,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels
INDOSTAR,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance
INDOTECH,Heavy Electrical Equipment,Industrials,Capital Goods,Electrical Equipment
INDOTHAI,Stockbroking & Allied,Financial Services,Financial Services,Capital Markets
INDOWIND,Power Generation,Utilities,Power,Power
INDRAMEDCO,Hospital,Healthcare,Healthcare,Healthcare Services
INDSWFTLAB,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
INDSWFTLTD,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
INDTERRAIN,Garments & Apparels,Consumer Discretionary,Textiles,Textiles & Apparels
INDUSINDBK,Private Sector Bank,Financial Services,Financial Services,Banks
INDUSTOWER,Telecom - Infrastructure,Telecommunication,Telecommunication,Telecom - Services
INFIBEAM,Financial Technology (Fintech),Financial Services,Financial Services,Financial Technology (Fintech)
INFINIUM,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
INFOBEAN,Computers - Software & Consulting,Information Technology,Information Technology,IT - Software
INFOLLION,Diversified Commercial Services,Services,Services,Commercial Services & Supplies
INFOMEDIA,Printing & Publication,Consumer Discretionary,Media Entertainment & Publication,Printing & Publication
INFRABEES,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
INFRAIETF,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
INFY,Computers - Software & Consulting,Information Technology,Information Technology,IT - Software
INGERRAND,Compressors Pumps & Diesel Engines,Industrials,Capital Goods,Industrial Products
INM,Furniture Home Furnishing,Consumer Discretionary,Consumer Durables,Consumer Durables
INNOVACAP,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
INNOVANA,Computers - Software & Consulting,Information Technology,Information Technology,IT - Software
INNOVATIVE,Tyres & Rubber Products,Consumer Discretionary,Automobile and Auto Components,Auto Components
INOXGREEN,Other Utilities,Utilities,Utilities,Other Utilities
INOXINDIA,Other Industrial Products,Industrials,Capital Goods,Industrial Products
INOXWIND,Heavy Electrical Equipment,Industrials,Capital Goods,Electrical Equipment
INSECTICID,Pesticides & Agrochemicals,Commodities,Chemicals,Fertilizers & Agrochemicals
INSPIRE,Media & Entertainment,Consumer Discretionary,Media Entertainment & Publication,Entertainment
INSPIRISYS,IT Enabled Services,Information Technology,Information Technology,IT - Services
INTELLECT,Computers - Software & Consulting,Information Technology,Information Technology,IT - Software
INTENTECH,Software Products,Information Technology,Information Technology,IT - Software
INTLCONV,Industrial Products,Industrials,Capital Goods,Industrial Manufacturing
INVENTURE,Stockbroking & Allied,Financial Services,Financial Services,Capital Markets
IOB,Public Sector Bank,Financial Services,Financial Services,Banks
IOC,Refineries & Marketing,Energy,Oil Gas & Consumable Fuels,Petroleum Products
IOLCP,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
IONEXCHANG,Water Supply & Management,Utilities,Utilities,Other Utilities
IPCALAB,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
IPL,Pesticides & Agrochemicals,Commodities,Chemicals,Fertilizers & Agrochemicals
IPSL,Diversified Commercial Services,Services,Services,Commercial Services & Supplies
IRB,Civil Construction,Industrials,Construction,Construction
IRBINVIT,Road Assets - Toll Annuity Hybrid-Annuity,Services,Services,Transport Infrastructure
IRCON,Civil Construction,Industrials,Construction,Construction
IRCTC,Tour Travel Related Services,Consumer Discretionary,Consumer Services,Leisure Services
IREDA,Financial Institution,Financial Services,Financial Services,Finance
IREDA,Financial Institution,Financial Services,Financial Services,Finance
IRFC,Financial Institution,Financial Services,Financial Services,Finance
IRFC,Financial Institution,Financial Services,Financial Services,Finance
IRFC,Financial Institution,Financial Services,Financial Services,Finance
IRFC,Financial Institution,Financial Services,Financial Services,Finance
IRFC,Financial Institution,Financial Services,Financial Services,Finance
IRFC,Financial Institution,Financial Services,Financial Services,Finance
IRFC,Financial Institution,Financial Services,Financial Services,Finance
IRFC,Financial Institution,Financial Services,Financial Services,Finance
IRFC,Financial Institution,Financial Services,Financial Services,Finance
IRFC,Financial Institution,Financial Services,Financial Services,Finance
IRFC,Financial Institution,Financial Services,Financial Services,Finance
IRIS,Software Products,Information Technology,Information Technology,IT - Software
IRISDOREME,Garments & Apparels,Consumer Discretionary,Textiles,Textiles & Apparels
IRMENERGY,LPG/CNG/PNG/LNG Supplier,Energy,Oil Gas & Consumable Fuels,Gas
ISEC,Stockbroking & Allied,Financial Services,Financial Services,Capital Markets
ISFT,E-Retail/ E-Commerce,Consumer Discretionary,Consumer Services,Retailing
ISGEC,Civil Construction,Industrials,Construction,Construction
ISHAN,Industrial Products,Industrials,Capital Goods,Industrial Manufacturing
ISMTLTD,Iron & Steel Products,Industrials,Capital Goods,Industrial Products
IT,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
ITALIANE,Packaged Foods,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products
ITBEES,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
ITC,Diversified FMCG,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Diversified FMCG
ITDC,Hotels & Resorts,Consumer Discretionary,Consumer Services,Leisure Services
ITDCEM,Civil Construction,Industrials,Construction,Construction
ITETF,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
ITETFADD,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
ITI,Telecom - Equipment & Accessories,Telecommunication,Telecommunication,Telecom - Equipment & Accessories
ITIETF,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
IVC,Asset Management Company,Financial Services,Financial Services,Capital Markets
IVP,Commodity Chemicals,Commodities,Chemicals,Chemicals & Petrochemicals
IVZINGOLD,,,,
IVZINNIFTY,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
IWEL,Heavy Electrical Equipment,Industrials,Capital Goods,Electrical Equipment
IZMO,IT Enabled Services,Information Technology,Information Technology,IT - Services
J&KBANK,,,,
JAGRAN,Print Media,Consumer Discretionary,Media Entertainment & Publication,Media
JAGSNPHARM,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
JAIBALAJI,Iron & Steel,Commodities,Metals & Mining,Ferrous Metals
JAICORPLTD,Plastic Products - Industrial,Industrials,Capital Goods,Industrial Products
JAINAM,Ferro & Silica Manganese,Commodities,Metals & Mining,Ferrous Metals
JAIPURKURT,Garments & Apparels,Consumer Discretionary,Textiles,Textiles & Apparels
JALAN,Logistics Solution Provider,Services,Services,Transport Services
JAMNAAUTO,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components
JASH,Industrial Products,Industrials,Capital Goods,Industrial Manufacturing
JAYAGROGN,Specialty Chemicals,Commodities,Chemicals,Chemicals & Petrochemicals
JAYBARMARU,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components
JAYNECOIND,Iron & Steel Products,Industrials,Capital Goods,Industrial Products
JAYSREETEA,Tea & Coffee,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products
JBCHEPHARM,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
JBMA,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components
JCHAC,Household Appliances,Consumer Discretionary,Consumer Durables,Consumer Durables
